Source,Target,Weight
Guardian / James Macdo,Black Widow / Natasha,5
Dagger / Tandy Bowen,Black Widow / Natasha,14
Captain Marvel Ii / Mo,Black Widow / Natasha,18
"Jones, Richard Milho",Black Widow / Natasha,7
Dr. Doom / Victor Von,Black Widow / Natasha,12
Falcon / Sam Wilson,Black Widow / Natasha,26
Sandman / William Bake,Black Widow / Natasha,10
Sersi / Sylvia,Black Widow / Natasha,39
Zeus,Black Widow / Natasha,7
"Page, Karen",Black Widow / Natasha,19
Diamondback Ii / Rache,Black Widow / Natasha,10
Shaman / Michael Twoyo,Black Widow / Natasha,6
Mr. Fantastic Doppel,Black Widow / Natasha,6
Pip / Prince Gofern,Black Widow / Natasha,6
"Jameson, Col. John",Black Widow / Natasha,9
Fixer Ii / Paul Norber,Black Widow / Natasha,5
Spider-woman / Jessica,Black Widow / Natasha,5
Iron Fist / Daniel Ran,Black Widow / Natasha,5
Vanguard / Nicolai Kry,Black Widow / Natasha,6
Firebird / Bonita Juar,Black Widow / Natasha,7
Starfox / Eros,Black Widow / Natasha,10
Moon Knight / Marc Spe,"Fury, Col. Nicholas",7
Moon Knight / Marc Spe,Multiple Man / James A,5
Hobgoblin V / Jason Ph,Moon Knight / Marc Spe,5
Darkhawk / Chris Powel,Moon Knight / Marc Spe,11
Dagger / Tandy Bowen,Moon Knight / Marc Spe,9
Cloak / Tyrone Johnson,Moon Knight / Marc Spe,7
Daredevil / Matt Murdo,Moon Knight / Marc Spe,18
Gambit / Remy Lebeau,Moon Knight / Marc Spe,5
Dr. Doom / Victor Von,Moon Knight / Marc Spe,6
Quasar Iii / Wendell V,Moon Knight / Marc Spe,7
Puck / Eugene Milton J,Moon Knight / Marc Spe,5
Drax / Arthur Douglas,Moon Knight / Marc Spe,5
Magus,Moon Knight / Marc Spe,5
Sasquatch / Walter Lan,Moon Knight / Marc Spe,5
Iron Fist / Daniel Ran,Moon Knight / Marc Spe,5
Usagent / Captain John,Moon Knight / Marc Spe,8
Firebird / Bonita Juar,Moon Knight / Marc Spe,7
Living Lightning / Mig,Moon Knight / Marc Spe,5
Black Knight V / Dane,Moon Knight / Marc Spe,12
Dr. Druid / Anthony Lu,Moon Knight / Marc Spe,7
Drax / Arthur Douglas,Sasquatch / Walter Lan,13
Drax / Arthur Douglas,Dr. Druid / Anthony Lu,10
Drax / Arthur Douglas,Nova Ii / Frankie Raye,10
Drax / Arthur Douglas,"Harkness, Agatha",7
Drax / Arthur Douglas,Gambit / Remy Lebeau,5
Drax / Arthur Douglas,Gamora,30
Drax / Arthur Douglas,Strong Guy / Guido Car,12
Drax / Arthur Douglas,Black Knight V / Dane,7
Drax / Arthur Douglas,Thanos Doppelganger,8
Drax / Arthur Douglas,Puck / Eugene Milton J,5
Drax / Arthur Douglas,Pharaoh Rama-tut,5
Drax / Arthur Douglas,Wild Child / Kyle Gibn,5
Drax / Arthur Douglas,Pip / Prince Gofern,31
Drax / Arthur Douglas,"Hudson, Heather",12
Thanos,Drax / Arthur Douglas,41
Mephisto,Drax / Arthur Douglas,11
Starfox / Eros,Drax / Arthur Douglas,25
Shaman / Michael Twoyo,Drax / Arthur Douglas,8
Dr. Doom / Victor Von,Drax / Arthur Douglas,11
Northstar / Jean-paul,Drax / Arthur Douglas,5
Colossus Ii Doppelga,Drax / Arthur Douglas,5
Magus,Drax / Arthur Douglas,11
Daredevil / Matt Murdo,Drax / Arthur Douglas,5
Aurora / Jeanne-marie,Drax / Arthur Douglas,5
Living Lightning / Mig,Drax / Arthur Douglas,9
"Jones, Richard Milho",Drax / Arthur Douglas,23
Captain Marvel / Capta,Drax / Arthur Douglas,20
Quasar Iii / Wendell V,Drax / Arthur Douglas,12
Firelord / Pyreus Kril,Drax / Arthur Douglas,9
Spider-man Clone / Ben,"Osborn, Liz Allan",9
Spider-man Clone / Ben,Hobgoblin V / Jason Ph,9
Lizard / Dr. Curtis Co,Spider-man Clone / Ben,9
"Jameson, Col. John",Spider-man Clone / Ben,17
Black Cat / Felicia Ha,Spider-man Clone / Ben,5
Gee / Alex Power,Spider-man Clone / Ben,12
Tombstone / Lonnie Tho,Spider-man Clone / Ben,6
Tombstone / Lonnie Tho,"Osborn, Harry",7
Tombstone / Lonnie Tho,Darkhawk / Chris Powel,6
Tombstone / Lonnie Tho,"Robertson, Randy",6
Tombstone / Lonnie Tho,"Katzenberg, Nick",6
Tombstone / Lonnie Tho,"Cushing, Kate",10
Arranger / ,Tombstone / Lonnie Tho,9
Daredevil / Matt Murdo,Tombstone / Lonnie Tho,9
Hammerhead,Tombstone / Lonnie Tho,14
"Mercado, Joy",Tombstone / Lonnie Tho,6
Gee / Alex Power,Cloak / Tyrone Johnson,13
Gee / Alex Power,"Richards, Franklin B",36
Gee / Alex Power,Leech,5
Gee / Alex Power,Beta Ray Bill,5
Rage / Elvin Daryl Hal,Gee / Alex Power,10
Darkhawk / Chris Powel,Gee / Alex Power,5
Dagger / Tandy Bowen,Gee / Alex Power,16
Black Cat / Felicia Ha,"Cushing, Kate",5
Black Cat / Felicia Ha,"Mercado, Joy",5
Black Cat / Felicia Ha,Cloak / Tyrone Johnson,8
"Osborn, Liz Allan",Black Cat / Felicia Ha,14
"Robertson, Randy",Black Cat / Felicia Ha,7
Hobgoblin V / Jason Ph,Black Cat / Felicia Ha,6
Dagger / Tandy Bowen,Black Cat / Felicia Ha,8
"Leeds, Ned",Black Cat / Felicia Ha,5
"Lubenski, Nate",Black Cat / Felicia Ha,10
"Osborn, Harry",Black Cat / Felicia Ha,18
Swordsman / Jacques Du,Thanos,5
Swordsman / Jacques Du,Pharaoh Rama-tut,5
Captain Marvel / Capta,Swordsman / Jacques Du,6
Power Man / Erik Joste,Swordsman / Jacques Du,8
"Harkness, Agatha",Swordsman / Jacques Du,9
Mantis / ? Brandt,Swordsman / Jacques Du,29
Sandman / William Bake,Sersi / Sylvia,13
Sandman / William Bake,"Masters, Alicia Reis",5
Sandman / William Bake,Hobgoblin V / Jason Ph,10
Sandman / William Bake,Binary / Carol Danvers,5
Sandman / William Bake,Beetle / Abner Ronald,5
Sandman / William Bake,Usagent / Captain John,6
Sandman / William Bake,Quasar Iii / Wendell V,13
Sandman / William Bake,Rage / Elvin Daryl Hal,11
Dr. Doom / Victor Von,Sandman / William Bake,6
Daredevil / Matt Murdo,Sandman / William Bake,6
Wizard / Bentley Wittm,Sandman / William Bake,26
Medusa / Medusalith Am,Sandman / William Bake,16
Captain Marvel Ii / Mo,Sandman / William Bake,7
Falcon / Sam Wilson,Sandman / William Bake,9
Black Knight V / Dane,Sandman / William Bake,8
Volstagg,Hela [asgardian],33
Volstagg,"Kincaid, Dr. Jane Fo",30
Volstagg,High Evolutionary / He,6
Volstagg,"Austin, Susan",6
Volstagg,Ikaris / Ike Harris [e,6
Volstagg,Captain Marvel Ii / Mo,6
Volstagg,Absorbing Man / Carl C,6
Volstagg,Fandral [asgardian],217
Hogun [asgardian],Volstagg,220
Sif,Volstagg,132
Sersi / Sylvia,Volstagg,6
Thena,Volstagg,6
Black Knight V / Dane,Volstagg,8
Mephisto,Volstagg,14
Balder [asgardian],Volstagg,157
Ulik,Volstagg,12
Zeus,Volstagg,5
Makkari / Mike Khary / I,Volstagg,6
Beta Ray Bill,Volstagg,28
Starfox / Eros,Volstagg,5
Odin [asgardian],Volstagg,135
Vizier,Volstagg,65
Hogun [asgardian],Makkari / Mike Khary / I,6
Hogun [asgardian],"Kincaid, Dr. Jane Fo",30
Hogun [asgardian],Sif,137
Hogun [asgardian],Ulik,12
Hogun [asgardian],Black Knight V / Dane,8
Hogun [asgardian],High Evolutionary / He,7
Hogun [asgardian],Zeus,5
Hogun [asgardian],"Austin, Susan",6
Hogun [asgardian],Absorbing Man / Carl C,7
Hogun [asgardian],Odin [asgardian],136
Hogun [asgardian],Hela [asgardian],33
Hogun [asgardian],Ikaris / Ike Harris [e,6
Hogun [asgardian],Fandral [asgardian],227
Hogun [asgardian],Balder [asgardian],154
Sersi / Sylvia,Hogun [asgardian],6
Thena,Hogun [asgardian],6
Daredevil / Matt Murdo,Hogun [asgardian],5
Vizier,Hogun [asgardian],65
Mephisto,Hogun [asgardian],13
Captain Marvel Ii / Mo,Hogun [asgardian],5
Starfox / Eros,Hogun [asgardian],5
Beta Ray Bill,Hogun [asgardian],26
Fandral [asgardian],High Evolutionary / He,6
Fandral [asgardian],Makkari / Mike Khary / I,6
Fandral [asgardian],Black Knight V / Dane,6
Fandral [asgardian],"Austin, Susan",6
Fandral [asgardian],Ulik,14
Fandral [asgardian],Beta Ray Bill,23
Fandral [asgardian],Ikaris / Ike Harris [e,6
Fandral [asgardian],Sersi / Sylvia,6
Fandral [asgardian],Daredevil / Matt Murdo,5
Zeus,Fandral [asgardian],5
Thena,Fandral [asgardian],6
Absorbing Man / Carl C,Fandral [asgardian],6
Mephisto,Fandral [asgardian],13
Firefist / Rusty Colli,Fandral [asgardian],5
Hela [asgardian],Fandral [asgardian],32
Sif,Fandral [asgardian],136
Odin [asgardian],Fandral [asgardian],135
"Kincaid, Dr. Jane Fo",Fandral [asgardian],30
Captain Marvel Ii / Mo,Fandral [asgardian],5
Starfox / Eros,Fandral [asgardian],5
Balder [asgardian],Fandral [asgardian],154
Vizier,Fandral [asgardian],66
Vizier,Mephisto,7
Vizier,"Kincaid, Dr. Jane Fo",14
Vizier,High Evolutionary / He,6
Vizier,Sif,59
Vizier,Ulik,15
Vizier,"Austin, Susan",8
Vizier,Absorbing Man / Carl C,5
Vizier,Odin [asgardian],73
Balder [asgardian],Vizier,57
Hela [asgardian],Vizier,10
Daredevil / Matt Murdo,Vizier,5
Odin [asgardian],Ulik,23
Odin [asgardian],Makkari / Mike Khary / I,7
Odin [asgardian],Firelord / Pyreus Kril,7
Odin [asgardian],Wrecker Iii / Dirk Gar,5
Odin [asgardian],Forgotten One / Gilgam,5
Odin [asgardian],Mephisto,10
Odin [asgardian],Hela [asgardian],35
Odin [asgardian],Thena,8
Odin [asgardian],Ikaris / Ike Harris [e,8
Odin [asgardian],Sersi / Sylvia,8
Odin [asgardian],Captain Marvel Ii / Mo,5
Odin [asgardian],Absorbing Man / Carl C,12
Odin [asgardian],Beta Ray Bill,21
Sif,Odin [asgardian],156
Zeus,Odin [asgardian],14
"Fury, Col. Nicholas",Odin [asgardian],7
Thanos,Odin [asgardian],5
Daredevil / Matt Murdo,Odin [asgardian],5
Balder [asgardian],Odin [asgardian],159
High Evolutionary / He,Odin [asgardian],12
"Austin, Susan",Odin [asgardian],7
"Kincaid, Dr. Jane Fo",Odin [asgardian],67
Domino Iii / Beatrice / ,"Bridge, George Washi",11
Domino Iii / Beatrice / ,Feral / Maria Callasan,8
Domino Iii / Beatrice / ,Boomer / Tabitha Smith,59
Domino Iii / Beatrice / ,Husk / Paige Guthrie,5
Domino Iii / Beatrice / ,Gambit / Remy Lebeau,6
Domino Iii / Beatrice / ,Apocalypse / En Sabah,5
Caliban / ,Domino Iii / Beatrice / ,17
Thunderbird Ii / James,Domino Iii / Beatrice / ,57
Rictor / Julio Esteban,Domino Iii / Beatrice / ,16
Deadpool / Jack / Wade W,Domino Iii / Beatrice / ,6
Shatterstar Ii / Gavee,Domino Iii / Beatrice / ,24
Siryn / Theresa Rourke,Domino Iii / Beatrice / ,40
"Mactaggert, Moira Ki",Domino Iii / Beatrice / ,5
"Osborn, Harry","Katzenberg, Nick",8
"Osborn, Harry","Robertson, Randy",20
"Osborn, Harry",Hobgoblin V / Jason Ph,7
"Osborn, Harry","Osborn, Liz Allan",67
"Osborn, Harry","Mercado, Joy",15
"Osborn, Harry","Lubenski, Nate",8
"Osborn, Harry",Lizard / Dr. Curtis Co,12
"Osborn, Harry","Leeds, Ned",25
"Jameson, Col. John","Osborn, Harry",13
"Cushing, Kate","Osborn, Harry",11
Green Goblin / Norman,"Osborn, Harry",24
Green Goblin / Norman,"Robertson, Randy",6
Green Goblin / Norman,"Jameson, Col. John",5
Green Goblin / Norman,"Leeds, Ned",8
"Nelson, Franklin Fog",Green Goblin / Norman,5
"Osborn, Liz Allan",Green Goblin / Norman,22
"Osborn, Liz Allan","Robertson, Randy",12
"Osborn, Liz Allan","Katzenberg, Nick",5
"Osborn, Liz Allan","Lubenski, Nate",7
"Osborn, Liz Allan",Hobgoblin V / Jason Ph,6
"Osborn, Liz Allan","Mercado, Joy",10
"Osborn, Liz Allan","Page, Karen",7
Lizard / Dr. Curtis Co,"Osborn, Liz Allan",7
"Cushing, Kate","Osborn, Liz Allan",7
"Nelson, Franklin Fog","Osborn, Liz Allan",11
"Leeds, Ned","Osborn, Liz Allan",8
"Jameson, Col. John","Osborn, Liz Allan",7
Daredevil / Matt Murdo,"Osborn, Liz Allan",9
Gladiator Ii,Corsair,13
Gladiator Ii,Ch'od,12
Gladiator Ii,Lilandra Neramani [s,22
Gladiator Ii,Banshee / Sean Cassidy,6
Gladiator Ii,Gambit / Remy Lebeau,6
Mam'selle Hepzibah,Gladiator Ii,11
Nightcrawler / Kurt Wa,Gladiator Ii,10
Deathbird [shi'ar],Gladiator Ii,7
Raza Longknife,Gladiator Ii,12
"Richards, Franklin B",Bishop  / ,6
"Richards, Franklin B",Leech,9
"Richards, Franklin B",Black Knight V / Dane,7
"Richards, Franklin B","Masters, Alicia Reis",64
"Richards, Franklin B",Puppet Master / Philli,12
"Richards, Franklin B",Klaw / Ulysses Klaw,5
"Richards, Franklin B",Wizard / Bentley Wittm,8
"Richards, Franklin B",Beta Ray Bill,5
"Richards, Franklin B",Mephisto,5
"Richards, Franklin B",Apocalypse / En Sabah,7
"Richards, Franklin B",Gambit / Remy Lebeau,7
"Richards, Franklin B",Dr. Doom / Victor Von,28
"Richards, Franklin B",Lyja Lazerfist [skru,38
"Richards, Franklin B",Phoenix Iii / Rachel S,5
"Richards, Franklin B",Daredevil / Matt Murdo,16
"Richards, Franklin B",Nightcrawler / Kurt Wa,11
"Richards, Franklin B",Sasquatch / Walter Lan,7
"Richards, Franklin B",Shadowcat / Katherine,9
"Richards, Franklin B",Nova Ii / Frankie Raye,19
Falcon / Sam Wilson,"Richards, Franklin B",5
Banshee / Sean Cassidy,"Richards, Franklin B",8
"Maddicks, Arthur Art","Richards, Franklin B",9
"Harkness, Agatha","Richards, Franklin B",37
Living Lightning / Mig,"Richards, Franklin B",5
Beetle / Abner Ronald,"Richards, Franklin B",5
Maximus [inhuman],"Richards, Franklin B",5
Magus,"Richards, Franklin B",5
Starfox / Eros,"Richards, Franklin B",5
Medusa / Medusalith Am,"Richards, Franklin B",23
Ms. Marvel Ii / Sharon,"Richards, Franklin B",20
Mole Man / Harvey Rupe,"Richards, Franklin B",11
Ant-man Ii / Scott Har,"Richards, Franklin B",6
Wong,Mephisto,7
Wong,"Fury, Col. Nicholas",5
Wong,Clea,100
Daredevil / Matt Murdo,Wong,10
Hellstorm / Daimon Hel,Wong,11
Clea,Daredevil / Matt Murdo,7
Clea,Hellstorm / Daimon Hel,10
Pip / Prince Gofern,Clea,5
Daredevil / Matt Murdo,Falcon / Sam Wilson,11
Daredevil / Matt Murdo,Zabu,6
Daredevil / Matt Murdo,Aurora / Jeanne-marie,5
Daredevil / Matt Murdo,Hellstorm / Daimon Hel,7
Daredevil / Matt Murdo,Doc Samson / Dr. Leona,6
Daredevil / Matt Murdo,Nightcrawler / Kurt Wa,7
Daredevil / Matt Murdo,Dagger / Tandy Bowen,12
Daredevil / Matt Murdo,"De La Fontaine, Cont",6
Daredevil / Matt Murdo,Arranger / ,8
Daredevil / Matt Murdo,Captain Marvel Ii / Mo,5
Daredevil / Matt Murdo,Mr. Fantastic Doppel,5
Daredevil / Matt Murdo,Darkhawk / Chris Powel,9
Daredevil / Matt Murdo,Thanos,7
Daredevil / Matt Murdo,Usagent / Captain John,9
Daredevil / Matt Murdo,Iron Man Doppelgange,5
Daredevil / Matt Murdo,Northstar / Jean-paul,6
Daredevil / Matt Murdo,Puck / Eugene Milton J,7
Daredevil / Matt Murdo,Black Knight V / Dane,12
Daredevil / Matt Murdo,Multiple Man / James A,6
Daredevil / Matt Murdo,Gambit / Remy Lebeau,9
Daredevil / Matt Murdo,Ka-zar / Kevin Plunder,7
Daredevil / Matt Murdo,"Page, Karen",155
Daredevil / Matt Murdo,Puppet Master / Philli,6
Daredevil / Matt Murdo,Nova Ii / Frankie Raye,7
Daredevil / Matt Murdo,"Hudson, Heather",6
Daredevil / Matt Murdo,Living Lightning / Mig,7
Daredevil / Matt Murdo,Thanos Doppelganger,5
Daredevil / Matt Murdo,Dr. Druid / Anthony Lu,7
Daredevil / Matt Murdo,Darkstar / Laynia Serg,7
Daredevil / Matt Murdo,Shadowcat / Katherine,5
Daredevil / Matt Murdo,"Masters, Alicia Reis",13
Nomad Iii / Jack Monro,Daredevil / Matt Murdo,5
Vanguard / Nicolai Kry,Daredevil / Matt Murdo,7
Sasquatch / Walter Lan,Daredevil / Matt Murdo,13
Strong Guy / Guido Car,Daredevil / Matt Murdo,7
Quasar Iii / Wendell V,Daredevil / Matt Murdo,11
"Knight, Misty",Daredevil / Matt Murdo,9
"Jones, Richard Milho",Daredevil / Matt Murdo,6
Sunfire / Shiro Yoshid,Daredevil / Matt Murdo,5
Iron Fist / Daniel Ran,Daredevil / Matt Murdo,18
"Dugan, Timothy Aloyi",Daredevil / Matt Murdo,12
Cloak / Tyrone Johnson,Daredevil / Matt Murdo,8
Balder [asgardian],Daredevil / Matt Murdo,7
Hammerhead,Daredevil / Matt Murdo,7
"Jameson, Col. John",Daredevil / Matt Murdo,5
"Carter, Peggy",Daredevil / Matt Murdo,5
Dr. Doom / Victor Von,Daredevil / Matt Murdo,15
"O'brien, Michael",Daredevil / Matt Murdo,6
Mephisto,Daredevil / Matt Murdo,12
"Fury, Col. Nicholas",Daredevil / Matt Murdo,29
Shaman / Michael Twoyo,Daredevil / Matt Murdo,8
Magus,Daredevil / Matt Murdo,6
"Jones, Gabe",Daredevil / Matt Murdo,5
Captain Marvel / Capta,Daredevil / Matt Murdo,6
Medusa / Medusalith Am,Daredevil / Matt Murdo,8
"Harkness, Agatha",Daredevil / Matt Murdo,6
Beetle / Abner Ronald,Daredevil / Matt Murdo,11
Screaming Mimi / Melis,Daredevil / Matt Murdo,5
"Nelson, Franklin Fog",Daredevil / Matt Murdo,261
"Leeds, Ned",Daredevil / Matt Murdo,6
"Masters, Alicia Reis",Mole Man / Harvey Rupe,7
"Masters, Alicia Reis",Lyja Lazerfist [skru,8
"Masters, Alicia Reis",Dr. Doom / Victor Von,18
"Masters, Alicia Reis",Puppet Master / Philli,32
"Masters, Alicia Reis",Nova Ii / Frankie Raye,9
"Harkness, Agatha","Masters, Alicia Reis",20
Quasar Iii / Wendell V,"Masters, Alicia Reis",5
Medusa / Medusalith Am,"Masters, Alicia Reis",20
Spider-woman / Jessica,"Masters, Alicia Reis",6
"Fury, Col. Nicholas","Masters, Alicia Reis",9
Mephisto,"Masters, Alicia Reis",5
Sasquatch / Walter Lan,"Masters, Alicia Reis",6
Dr. Druid / Anthony Lu,Strong Guy / Guido Car,9
Dr. Druid / Anthony Lu,Gamora,9
Dr. Druid / Anthony Lu,"Harkness, Agatha",13
Dr. Druid / Anthony Lu,Gambit / Remy Lebeau,5
Dr. Druid / Anthony Lu,Nova Ii / Frankie Raye,6
Dr. Druid / Anthony Lu,Pharaoh Rama-tut,7
Dr. Druid / Anthony Lu,Demolition Man / Denni,6
Dr. Druid / Anthony Lu,"Hudson, Heather",10
Dr. Druid / Anthony Lu,Sasquatch / Walter Lan,12
Dr. Druid / Anthony Lu,Thanos,10
Zeus,Dr. Druid / Anthony Lu,5
Captain Marvel Ii / Mo,Dr. Druid / Anthony Lu,29
Makkari / Mike Khary / I,Dr. Druid / Anthony Lu,8
Quasar Iii / Wendell V,Dr. Druid / Anthony Lu,12
Puck / Eugene Milton J,Dr. Druid / Anthony Lu,5
Sersi / Sylvia,Dr. Druid / Anthony Lu,6
Black Knight V / Dane,Dr. Druid / Anthony Lu,46
Darkhawk / Chris Powel,Dr. Druid / Anthony Lu,5
Living Lightning / Mig,Dr. Druid / Anthony Lu,6
Thanos Doppelganger,Dr. Druid / Anthony Lu,6
Magus,Dr. Druid / Anthony Lu,9
Shaman / Michael Twoyo,Dr. Druid / Anthony Lu,15
Pip / Prince Gofern,Dr. Druid / Anthony Lu,9
Pip / Prince Gofern,Quasar Iii / Wendell V,10
Pip / Prince Gofern,Mephisto,5
Pip / Prince Gofern,Nova Ii / Frankie Raye,8
Pip / Prince Gofern,Black Knight V / Dane,6
Pip / Prince Gofern,Gamora,35
Pip / Prince Gofern,Gambit / Remy Lebeau,5
Pip / Prince Gofern,Pharaoh Rama-tut,5
Pip / Prince Gofern,Magus,14
Pip / Prince Gofern,Thanos Doppelganger,7
Pip / Prince Gofern,"Harkness, Agatha",5
Pip / Prince Gofern,Sasquatch / Walter Lan,9
Pip / Prince Gofern,"Hudson, Heather",9
Pip / Prince Gofern,Strong Guy / Guido Car,9
Pip / Prince Gofern,Thanos,26
Pip / Prince Gofern,Firelord / Pyreus Kril,6
Dr. Doom / Victor Von,Pip / Prince Gofern,10
Living Lightning / Mig,Pip / Prince Gofern,7
Starfox / Eros,Pip / Prince Gofern,7
Shaman / Michael Twoyo,Pip / Prince Gofern,6
Gamora,Strong Guy / Guido Car,11
Gamora,Black Knight V / Dane,5
Gamora,Pharaoh Rama-tut,5
"Hudson, Heather",Gamora,12
Thanos,Gamora,27
Captain Marvel / Capta,Gamora,5
Wild Child / Kyle Gibn,Gamora,5
Puck / Eugene Milton J,Gamora,5
Thanos Doppelganger,Gamora,8
Gambit / Remy Lebeau,Gamora,5
Dr. Doom / Victor Von,Gamora,6
Nova Ii / Frankie Raye,Gamora,10
Aurora / Jeanne-marie,Gamora,5
Living Lightning / Mig,Gamora,8
Northstar / Jean-paul,Gamora,5
Sasquatch / Walter Lan,Gamora,12
Quasar Iii / Wendell V,Gamora,9
"Harkness, Agatha",Gamora,7
Magus,Gamora,15
Shaman / Michael Twoyo,Gamora,8
Dr. Doom / Victor Von,Firelord / Pyreus Kril,6
Dr. Doom / Victor Von,Medusa / Medusalith Am,20
Dr. Doom / Victor Von,Ms. Marvel Ii / Sharon,13
Dr. Doom / Victor Von,Starfox / Eros,7
Dr. Doom / Victor Von,Nightcrawler / Kurt Wa,18
Dr. Doom / Victor Von,Absorbing Man / Carl C,13
Dr. Doom / Victor Von,Shaman / Michael Twoyo,5
Dr. Doom / Victor Von,Lizard / Dr. Curtis Co,12
Dr. Doom / Victor Von,Bulldozer / Henry Camp,11
Dr. Doom / Victor Von,Piledriver Ii / Brian,12
Dr. Doom / Victor Von,Titania Ii / Mary Skee,9
Dr. Doom / Victor Von,Wrecker Iii / Dirk Gar,12
Dr. Doom / Victor Von,Lockheed,7
Dr. Doom / Victor Von,Mandarin,6
Dr. Doom / Victor Von,Falcon / Sam Wilson,7
Dr. Doom / Victor Von,Klaw / Ulysses Klaw,11
Dr. Doom / Victor Von,Captain Marvel Ii / Mo,14
Dr. Doom / Victor Von,Dagger / Tandy Bowen,7
Dr. Doom / Victor Von,Usagent / Captain John,6
Dr. Doom / Victor Von,Nova Ii / Frankie Raye,5
Dr. Doom / Victor Von,Gambit / Remy Lebeau,5
Dr. Doom / Victor Von,Living Lightning / Mig,5
Dr. Doom / Victor Von,Northstar / Jean-paul,5
Dr. Doom / Victor Von,Aurora / Jeanne-marie,5
Dr. Doom / Victor Von,Black Knight V / Dane,6
Dr. Doom / Victor Von,"Hudson, Heather",7
Dr. Doom / Victor Von,Thanos,13
Dr. Doom / Victor Von,Thanos Doppelganger,5
Dr. Doom / Victor Von,Strong Guy / Guido Car,5
Dr. Doom / Victor Von,Magus,5
Dr. Doom / Victor Von,Puck / Eugene Milton J,6
Dr. Doom / Victor Von,Pharaoh Rama-tut,17
Dr. Doom / Victor Von,Volcana / Marsha Rosen,11
Dr. Doom / Victor Von,"Harkness, Agatha",6
Dr. Doom / Victor Von,Attuma,8
Dr. Doom / Victor Von,Shadowcat / Katherine,7
Cloak / Tyrone Johnson,Dr. Doom / Victor Von,8
"Dugan, Timothy Aloyi",Dr. Doom / Victor Von,7
Wild Child / Kyle Gibn,Dr. Doom / Victor Von,5
Quasar Iii / Wendell V,Dr. Doom / Victor Von,12
Human Torch Android / ,Dr. Doom / Victor Von,5
Beetle / Abner Ronald,Dr. Doom / Victor Von,5
Mephisto,Dr. Doom / Victor Von,8
Lyja Lazerfist [skru,Dr. Doom / Victor Von,21
Red Skull / Johann Sch,Dr. Doom / Victor Von,11
Wizard / Bentley Wittm,Dr. Doom / Victor Von,11
Puppet Master / Philli,Dr. Doom / Victor Von,8
"Fury, Col. Nicholas",Dr. Doom / Victor Von,12
Sasquatch / Walter Lan,Dr. Doom / Victor Von,8
Ant-man Ii / Scott Har,Dr. Doom / Victor Von,8
Hela [asgardian],Sif,37
Hela [asgardian],Rictor / Julio Esteban,9
Hela [asgardian],Skids / Sally Blevins,5
Hela [asgardian],"Kincaid, Dr. Jane Fo",11
Beta Ray Bill,Hela [asgardian],8
Mephisto,Hela [asgardian],5
High Evolutionary / He,Hela [asgardian],5
Boomer / Tabitha Smith,Hela [asgardian],10
Firefist / Rusty Colli,Hela [asgardian],7
Balder [asgardian],Hela [asgardian],37
Firelord / Pyreus Kril,Black Knight V / Dane,7
Firelord / Pyreus Kril,Starfox / Eros,17
Firelord / Pyreus Kril,Balder [asgardian],5
Firelord / Pyreus Kril,Nova Ii / Frankie Raye,7
Firelord / Pyreus Kril,Thanos,10
Firelord / Pyreus Kril,Captain Marvel Ii / Mo,5
Mephisto,Firelord / Pyreus Kril,5
Sif,Firelord / Pyreus Kril,6
Quasar Iii / Wendell V,Firelord / Pyreus Kril,7
Thanos,Zabu,9
Thanos,Mephisto,14
Thanos,Gambit / Remy Lebeau,5
Thanos,Puck / Eugene Milton J,5
Thanos,Pharaoh Rama-tut,5
Thanos,Wild Child / Kyle Gibn,5
Thanos,Strong Guy / Guido Car,11
Starfox / Eros,Thanos,18
Mantis / ? Brandt,Thanos,5
Ka-zar / Kevin Plunder,Thanos,10
Black Knight V / Dane,Thanos,7
Magus,Thanos,14
Quasar Iii / Wendell V,Thanos,18
Nova Ii / Frankie Raye,Thanos,10
Captain Marvel / Capta,Thanos,13
"Jones, Richard Milho",Thanos,14
Aurora / Jeanne-marie,Thanos,5
Living Lightning / Mig,Thanos,8
Northstar / Jean-paul,Thanos,5
"Hudson, Heather",Thanos,12
Sasquatch / Walter Lan,Thanos,12
"Harkness, Agatha",Thanos,7
Thanos Doppelganger,Thanos,9
Shaman / Michael Twoyo,Thanos,9
Mephisto,"Austin, Susan",7
Starfox / Eros,Mephisto,7
Sif,Mephisto,12
Quasar Iii / Wendell V,Mephisto,5
Balder [asgardian],Mephisto,11
Cloak / Tyrone Johnson,Mephisto,6
Hellstorm / Daimon Hel,Mephisto,6
"Lubenski, Nate","Katzenberg, Nick",5
"Lubenski, Nate","Cushing, Kate",10
"Lubenski, Nate","Leeds, Ned",5
"Mercado, Joy","Lubenski, Nate",7
Lizard / Dr. Curtis Co,Volcana / Marsha Rosen,8
Lizard / Dr. Curtis Co,Wrecker Iii / Dirk Gar,11
Lizard / Dr. Curtis Co,Bulldozer / Henry Camp,10
Lizard / Dr. Curtis Co,Piledriver Ii / Brian,11
Lizard / Dr. Curtis Co,Titania Ii / Mary Skee,8
Lizard / Dr. Curtis Co,Captain Marvel Ii / Mo,13
Lizard / Dr. Curtis Co,"Robertson, Randy",5
Lizard / Dr. Curtis Co,Pharaoh Rama-tut,5
Lizard / Dr. Curtis Co,Klaw / Ulysses Klaw,7
Absorbing Man / Carl C,Lizard / Dr. Curtis Co,12
Nightcrawler / Kurt Wa,Lizard / Dr. Curtis Co,11
